0x0000 | 0b0000000000000 | 000 | minecraft:air                           | minecraft:air
0x0173 | 0b0000101110011 | 023 | minecraft:dispenser                     | minecraft:dispenser[facing=south,triggered=false]
0x0174 | 0b0000101110100 | 023 | minecraft:dispenser                     | minecraft:dispenser[facing=west,triggered=false]
0x0175 | 0b0000101110101 | 023 | minecraft:dispenser                     | minecraft:dispenser[facing=east,triggered=false]
0x0176 | 0b0000101110110 | --- | --------------------------------------- | ---
0x0177 | 0b0000101110111 | --- | --------------------------------------- | ---
0x0178 | 0b0000101111000 | 023 | minecraft:dispenser                     | minecraft:dispenser[facing=down,triggered=true]
0x0179 | 0b0000101111001 | 023 | minecraft:dispenser                     | minecraft:dispenser[facing=up,triggered=true]
0x017a | 0b0000101111010 | 023 | minecraft:dispenser                     | minecraft:dispenser[facing=north,triggered=true]
0x017b | 0b0000101111011 | 023 | minecraft:dispenser                     | minecraft:dispenser[facing=south,triggered=true]
0x017c | 0b0000101111100 | 023 | minecraft:dispenser                     | minecraft:dispenser[facing=west,triggered=true]
0x017d | 0b0000101111101 | 023 | minecraft:dispenser                     | minecraft:dispenser[facing=east,triggered=true]
0x017e | 0b0000101111110 | --- | --------------------------------------- | ---
0x017f | 0b0000101111111 | --- | --------------------------------------- | ---
0x0180 | 0b0000110000000 | 024 | minecraft:sandstone                     | minecraft:sandstone[type=sandstone]
0x0181 | 0b0000110000001 | 024 | minecraft:sandstone                     | minecraft:sandstone[type=chiseled_sandstone]
0x0182 | 0b0000110000010 | 024 | minecraft:sandstone                     | minecraft:sandstone[type=smooth_sandstone]
0x0183 | 0b0000110000011 | --- | --------------------------------------- | ---
0x0184 | 0b0000110000100 | --- | --------------------------------------- | ---
0x0185 | 0b0000110000101 | --- | --------------------------------------- | ---
0x0186 | 0b0000110000110 | --- | --------------------------------------- | ---
0x0187 | 0b0000110000111 | --- | --------------------------------------- | ---
0x0188 | 0b0000110001000 | --- | --------------------------------------- | ---
0x0189 | 0b0000110001001 | --- | --------------------------------------- | ---
0x018a | 0b0000110001010 | --- | --------------------------------------- | ---
0x018b | 0b0000110001011 | --- | --------------------------------------- | ---
0x018c | 0b0000110001100 | --- | --------------------------------------- | ---
0x018d | 0b0000110001101 | --- | --------------------------------------- | ---
0x018e | 0b0000110001110 | --- | --------------------------------------- | ---
0x018f | 0b0000110001111 | --- | --------------------------------------- | ---
0x0190 | 0b0000110010000 | 025 | minecraft:noteblock                     | minecraft:noteblock
0x0191 | 0b0000110010001 | --- | --------------------------------------- | ---
0x0192 | 0b0000110010010 | --- | --------------------------------------- | ---
0x0193 | 0b0000110010011 | --- | --------------------------------------- | ---
0x0194 | 0b0000110010100 | --- | --------------------------------------- | ---
0x0195 | 0b0000110010101 | --- | --------------------------------------- | ---
0x0196 | 0b0000110010110 | --- | --------------------------------------- | ---
0x0197 | 0b0000110010111 | --- | --------------------------------------- | ---
0x0198 | 0b0000110011000 | --- | --------------------------------------- | ---
0x0199 | 0b0000110011001 | --- | --------------------------------------- | ---
0x019a | 0b0000110011010 | --- | --------------------------------------- | ---
0x019b | 0b0000110011011 | --- | --------------------------------------- | ---
0x019c | 0b0000110011100 | --- | --------------------------------------- | ---
0x019d | 0b0000110011101 | --- | --------------------------------------- | ---
0x019e | 0b0000110011110 | --- | --------------------------------------- | ---
0x019f | 0b0000110011111 | --- | --------------------------------------- | ---
0x01a0 | 0b0000110100000 | 026 | minecraft:bed                           | minecraft:bed[facing=south,occupied=false,part=foot]
0x01a1 | 0b0000110100001 | 026 | minecraft:bed                           | minecraft:bed[facing=west,occupied=false,part=foot]
0x01a2 | 0b0000110100010 | 026 | minecraft:bed                           | minecraft:bed[facing=north,occupied=false,part=foot]
0x01a3 | 0b0000110100011 | 026 | minecraft:bed                           | minecraft:bed[facing=east,occupied=false,part=foot]
0x01a4 | 0b0000110100100 | --- | --------------------------------------- | ---
0x01a5 | 0b0000110100101 | --- | --------------------------------------- | ---
0x01a6 | 0b0000110100110 | --- | --------------------------------------- | ---
0x01a7 | 0b0000110100111 | --- | --------------------------------------- | ---
0x01a8 | 0b0000110101000 | 026 | minecraft:bed                           | minecraft:bed[facing=south,occupied=false,part=head]
0x01a9 | 0b0000110101001 | 026 | minecraft:bed                           | minecraft:bed[facing=west,occupied=false,part=head]
0x01aa | 0b0000110101010 | 026 | minecraft:bed                           | minecraft:bed[facing=north,occupied=false,part=head]
0x01ab | 0b0000110101011 | 026 | minecraft:bed                           | minecraft:bed[facing=east,occupied=false,part=head]
0x01ac | 0b0000110101100 | 026 | minecraft:bed                           | minecraft:bed[facing=south,occupied=true,part=head]
0x01ad | 0b0000110101101 | 026 | minecraft:bed                           | minecraft:bed[facing=west,occupied=true,part=head]
0x01ae | 0b0000110101110 | 026 | minecraft:bed                           | minecraft:bed[facing=north,occupied=true,part=head]
0x01af | 0b0000110101111 | 026 | minecraft:bed                           | minecraft:bed[facing=east,occupied=true,part=head]
0x01b0 | 0b0000110110000 | 027 | minecraft:golden_rail                   | minecraft:golden_rail[powered=false,shape=north_south]
0x01b1 | 0b0000110110001 | 027 | minecraft:golden_rail                   | minecraft:golden_rail[powered=false,shape=east_west]
0x01b2 | 0b0000110110010 | 027 | minecraft:golden_rail                   | minecraft:golden_rail[powered=false,shape=ascending_east]
0x01b3 | 0b0000110110011 | 027 | minecraft:golden_rail                   | minecraft:golden_rail[powered=false,shape=ascending_west]
0x01b4 | 0b0000110110100 | 027 | minecraft:golden_rail                   | minecraft:golden_rail[powered=false,shape=ascending_north]
0x01b5 | 0b0000110110101 | 027 | minecraft:golden_rail                   | minecraft:golden_rail[powered=false,shape=ascending_south]
0x01b6 | 0b0000110110110 | --- | --------------------------------------- | ---
0x01b7 | 0b0000110110111 | --- | --------------------------------------- | ---
0x01b8 | 0b0000110111000 | 027 | minecraft:golden_rail                   | minecraft:golden_rail[powered=true,shape=north_south]
0x01b9 | 0b0000110111001 | 027 | minecraft:golden_rail                   | minecraft:golden_rail[powered=true,shape=east_west]
0x01ba | 0b0000110111010 | 027 | minecraft:golden_rail                   | minecraft:golden_rail[powered=true,shape=ascending_east]
0x01bb | 0b0000110111011 | 027 | minecraft:golden_rail                   | minecraft:golden_rail[powered=true,shape=ascending_west]
0x01bc | 0b0000110111100 | 027 | minecraft:golden_rail                   | minecraft:golden_rail[powered=true,shape=ascending_north]
0x01bd | 0b0000110111101 | 027 | minecraft:golden_rail                   | minecraft:golden_rail[powered=true,shape=ascending_south]
0x01be | 0b0000110111110 | --- | --------------------------------------- | ---
0x01bf | 0b0000110111111 | --- | --------------------------------------- | ---
0x01c0 | 0b0000111000000 | 028 | minecraft:detector_rail                 | minecraft:detector_rail[powered=false,shape=north_south]
0x01c1 | 0b0000111000001 | 028 | minecraft:detector_rail                 | minecraft:detector_rail[powered=false,shape=east_west]
0x01c2 | 0b0000111000010 | 028 | minecraft:detector_rail                 | minecraft:detector_rail[powered=false,shape=ascending_east]
0x01c3 | 0b0000111000011 | 028 | minecraft:detector_rail                 | minecraft:detector_rail[powered=false,shape=ascending_west]
0x01c4 | 0b0000111000100 | 028 | minecraft:detector_rail                 | minecraft:detector_rail[powered=false,shape=ascending_north]
0x01c5 | 0b0000111000101 | 028 | minecraft:detector_rail                 | minecraft:detector_rail[powered=false,shape=ascending_south]
0x01c6 | 0b0000111000110 | --- | --------------------------------------- | ---
0x01c7 | 0b0000111000111 | --- | --------------------------------------- | ---
0x01c8 | 0b0000111001000 | 028 | minecraft:detector_rail                 | minecraft:detector_rail[powered=true,shape=north_south]
0x01c9 | 0b0000111001001 | 028 | minecraft:detector_rail                 | minecraft:detector_rail[powered=true,shape=east_west]
0x01ca | 0b0000111001010 | 028 | minecraft:detector_rail                 | minecraft:detector_rail[powered=true,shape=ascending_east]
0x01cb | 0b0000111001011 | 028 | minecraft:detector_rail                 | minecraft:detector_rail[powered=true,shape=ascending_west]
0x01cc | 0b0000111001100 | 028 | minecraft:detector_rail                 | minecraft:detector_rail[powered=true,shape=ascending_north]
0x01cd | 0b0000111001101 | 028 | minecraft:detector_rail                 | minecraft:detector_rail[powered=true,shape=ascending_south]
0x01ce | 0b0000111001110 | --- | --------------------------------------- | ---
0x01cf | 0b0000111001111 | --- | --------------------------------------- | ---
0x01d0 | 0b0000111010000 | 029 | minecraft:sticky_piston                 | minecraft:sticky_piston[extended=false,facing=down]
0x01d1 | 0b0000111010001 | 029 | minecraft:sticky_piston                 | minecraft:sticky_piston[extended=false,facing=up]
0x01d2 | 0b0000111010010 | 029 | minecraft:sticky_piston                 | minecraft:sticky_piston[extended=false,facing=north]
0x01d3 | 0b0000111010011 | 029 | minecraft:sticky_piston                 | minecraft:sticky_piston[extended=false,facing=south]
0x01d4 | 0b0000111010100 | 029 | minecraft:sticky_piston                 | minecraft:sticky_piston[extended=false,facing=west]
0x01d5 | 0b0000111010101 | 029 | minecraft:sticky_piston                 | minecraft:sticky_piston[extended=false,facing=east]
0x01d6 | 0b0000111010110 | --- | --------------------------------------- | ---
0x01d7 | 0b0000111010111 | --- | --------------------------------------- | ---
0x01d8 | 0b0000111011000 | 029 | minecraft:sticky_piston                 | minecraft:sticky_piston[extended=true,facing=down]
0x01d9 | 0b0000111011001 | 029 | minecraft:sticky_piston                 | minecraft:sticky_piston[extended=true,facing=up]
0x01da | 0b0000111011010 | 029 | minecraft:sticky_piston                 | minecraft:sticky_piston[extended=true,facing=north]
0x01db | 0b0000111011011 | 029 | minecraft:sticky_piston                 | minecraft:sticky_piston[extended=true,facing=south]
0x01dc | 0b0000111011100 | 029 | minecraft:sticky_piston                 | minecraft:sticky_piston[extended=true,facing=west]
